gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
GIMAP6,0.000544419,0.321376458,0.33,0.339,1,0
LEMD3,0.000667059,0.256877946,0.389,0.406,1,0
PPIE,0.000720374,0.312485037,0.225,0.263,1,0
PLEKHJ1,0.000723744,0.282544766,0.316,0.373,1,0
AP3M1,0.000756535,0.411839393,0.334,0.35,1,0
CISD1,0.000877976,0.431681725,0.28,0.285,1,0
THOC1,0.000897792,0.380053449,0.413,0.439,1,0
QARS,0.00092003,0.275576783,0.259,0.307,1,0
MAPK8,0.000922987,0.316602057,0.457,0.487,1,0
RPRD1B,0.000954891,0.278274968,0.356,0.371,1,0
HCG18,0.001027715,0.415024147,0.258,0.26,1,0
AC004797.1,0.00107158,0.434356372,0.281,0.286,1,0
JADE2,0.001090373,0.482203488,0.256,0.258,1,0
NCBP3,0.001106442,0.292411247,0.409,0.439,1,0
INTS12,0.001159294,0.479652385,0.277,0.285,1,0
DIPK1A,0.001267495,0.256715772,0.348,0.346,1,0
DMXL1,0.001341519,0.253200555,0.472,0.502,1,0
TEP1,0.001342416,0.378438509,0.284,0.29,1,0
PIN1,0.001406038,0.330732988,0.409,0.432,1,0
EIF4ENIF1,0.001459591,0.270109356,0.242,0.278,1,0
POLDIP3,0.001470837,0.270791016,0.274,0.32,1,0
ZC3H7B,0.001509008,0.292755063,0.225,0.26,1,0
RIC8B,0.001615783,0.273169988,0.222,0.253,1,0
GTPBP6,0.001674794,0.305809146,0.283,0.335,1,0
MAPKAPK5-AS1,0.001741965,0.421145198,0.3,0.309,1,0
RAB2B,0.001796415,0.33350548,0.266,0.271,1,0
GTF3C3,0.001811078,0.467436143,0.27,0.28,1,0
PTER,0.00186375,0.318861767,0.217,0.25,1,0
DIS3,0.002091388,0.332750498,0.381,0.404,1,0
CCDC137,0.00211121,0.250880128,0.241,0.276,1,0
RNF121,0.002113111,0.445493632,0.251,0.258,1,0
PUS7L,0.002215408,0.394873,0.31,0.322,1,0
NF2,0.002245168,0.469928113,0.287,0.296,1,0
MRPL19,0.002248569,0.36677534,0.346,0.366,1,0
SLC25A32,0.002313598,0.326872061,0.232,0.27,1,0
FCF1,0.002363339,0.318790895,0.22,0.254,1,0
PGRMC2,0.002369577,0.266660954,0.246,0.286,1,0
IKBKB,0.002532407,0.30141492,0.414,0.442,1,0
RBM41,0.00255908,0.387086586,0.297,0.305,1,0
POLR3E,0.002566358,0.452534247,0.247,0.25,1,0
MTMR1,0.00257375,0.277330812,0.369,0.385,1,0
TEX10,0.002615774,0.333919821,0.224,0.258,1,0
ELOF1,0.00284485,0.301564741,0.235,0.274,1,0
MTFR1,0.002906655,0.333937904,0.359,0.374,1,0
DCTN6,0.002914188,0.261634735,0.224,0.26,1,0
VAC14,0.002925805,0.511130599,0.274,0.285,1,0
NCOA5,0.002979092,0.258772445,0.286,0.331,1,0
XPA,0.003001295,0.377868691,0.344,0.363,1,0
RAE1,0.003039442,0.262396018,0.26,0.301,1,0
PLEKHA3,0.003078999,0.364332557,0.335,0.356,1,0
MIOS,0.003205161,0.268433304,0.238,0.276,1,0
IVD,0.003257601,0.509149108,0.257,0.264,1,0
SDE2,0.003283365,0.419364688,0.273,0.282,1,0
RTCA,0.003401676,0.308452091,0.401,0.424,1,0
RCL1,0.003437343,0.39894574,0.249,0.251,1,0
PRCC,0.003543522,0.252172715,0.266,0.308,1,0
ZNF720,0.003904264,0.400495199,0.259,0.262,1,0
MAPK9,0.003930578,0.391388541,0.29,0.302,1,0
RBMX2,0.003972629,0.363036019,0.224,0.263,1,0
FAF2,0.003982196,0.279561321,0.428,0.463,1,0
CPSF2,0.004420233,0.333863521,0.363,0.389,1,0
SEC11C,0.004443361,0.258078913,0.398,0.42,1,0
GGA3,0.004482559,0.377033671,0.306,0.32,1,0
NOL9,0.004633444,0.371276053,0.301,0.312,1,0
DERL1,0.004804098,0.267259925,0.429,0.462,1,0
CCNDBP1,0.004856278,0.251088053,0.442,0.478,1,0
CWC22,0.004917301,0.372699256,0.326,0.343,1,0
RCC1L,0.004920841,0.323378632,0.229,0.265,1,0
MED6,0.005082941,0.40084294,0.324,0.343,1,0
TRIM5,0.0051612,0.297545298,0.368,0.39,1,0
GOPC,0.00519867,0.355757314,0.397,0.428,1,0
UQCC1,0.005210129,0.354412719,0.307,0.321,1,0
TXNDC15,0.005350554,0.373883131,0.32,0.337,1,0
SNIP1,0.005393878,0.293524351,0.343,0.362,1,0
PLPP1,0.005421347,0.39295053,0.282,0.285,1,0
TIGAR,0.005555036,0.437625642,0.316,0.334,1,0
MRPS22,0.005556051,0.328109227,0.258,0.3,1,0
SART3,0.005571936,0.428459177,0.325,0.345,1,0
UBE2O,0.005758322,0.406330085,0.285,0.293,1,0
RIOK1,0.00585626,0.293048108,0.251,0.286,1,0
HACD2,0.005898304,0.280434266,0.242,0.276,1,0
STAM2,0.005973713,0.276422481,0.375,0.398,1,0
NAE1,0.006109417,0.326766292,0.334,0.346,1,0
ABHD12,0.006180107,0.277804487,0.296,0.34,1,0
GFPT1,0.006377368,0.293239873,0.358,0.375,1,0
PRR12,0.006958039,0.43254313,0.258,0.267,1,0
IMPAD1,0.00723228,0.379744106,0.274,0.286,1,0
TXNDC9,0.007652413,0.393834583,0.303,0.321,1,0
FRS2,0.007983209,0.259133879,0.462,0.501,1,0
ZCRB1,0.008241013,0.268571398,0.388,0.408,1,0
MACO1,0.008323946,0.308269103,0.386,0.41,1,0
EMC2,0.00833966,0.256870962,0.273,0.313,1,0
THAP12,0.008433134,0.291186684,0.394,0.421,1,0
CFAP97,0.008748263,0.341464508,0.315,0.328,1,0
PTAR1,0.008844516,0.285628589,0.445,0.482,1,0
ISG20L2,0.008940971,0.395924051,0.224,0.257,1,0
PDE6D,0.009294907,0.297748212,0.219,0.25,1,0
GADD45B,0.009506659,0.293824018,0.244,0.274,1,0
NDUFA10,0.009585382,0.259407509,0.479,0.52,1,0
